AT,V,AP,RH
9.86,37.83,1005.05,100.15
26.05,65.38,1009.43,52.1
12.54,41.62,1010.86,83.42
8.66,36.25,1028.22,86.96
32.33,67.83,1008.11,57.48
13.61,38.47,1015.1,54.98
21.0,70.02,1010.22,95.11
9.33,36.3,1027.88,79.23
9.56,41.55,1002.67,70.27
26.23,70.72,1009.73,73.44
17.5,42.23,1013.37,86.87
9.58,38.08,1019.49,67.54
25.44,65.06,1013.82,55.72
20.42,62.96,1020.34,84.0
25.86,59.92,1009.92,73.95
9.11,40.02,1031.1,83.02
13.82,40.2,1013.19,90.11
24.96,69.68,1011.37,63.12
12.45,40.1,1015.4,82.61
25.25,58.46,1015.54,70.76
9.57,39.82,1013.12,89.15
31.98,64.05,1010.49,58.01
27.09,73.5,1011.34,76.06
13.48,40.35,1011.71,69.44
1.81,39.42,1026.92,76.97
14.56,25.88,1009.46,78.22
19.22,62.1,1019.43,79.19
26.49,78.92,1010.82,83.42
7.75,38.06,1020.83,83.39
24.4,62.26,1011.62,70.1
28.61,52.84,1006.0,45.73
14.43,45.08,1023.23,83.98
24.18,66.48,1003.3,70.99
30.49,70.32,1011.34,66.33
15.98,39.64,1009.31,81.21
9.48,40.11,1025.49,73.81
26.37,54.5,1014.48,66.31
23.56,71.85,1009.67,74.78
21.25,67.71,1006.9,55.76
13.85,44.9,1019.11,76.79
15.17,54.3,1017.38,72.11
32.67,67.83,1007.81,42.16
14.93,39.39,1014.31,80.68
33.01,68.67,1005.2,51.41
22.59,66.54,1005.11,92.62
10.52,41.01,1020.35,93.58
28.62,70.32,1008.87,46.67
20.65,66.51,1014.94,71.83
5.94,39.9,1007.84,86.33
24.44,59.14,1016.74,71.82
23.27,67.9,1006.17,71.01
19.36,44.6,1016.25,45.65
17.09,42.42,1009.03,72.01
10.42,43.79,1016.22,90.75
25.09,57.43,1013.2,70.42
12.19,41.17,1019.43,65.47
16.9,44.88,1018.14,72.21
10.59,37.5,1013.14,81.56
8.73,39.42,1025.63,69.87
12.65,44.0,1023.03,88.73
16.42,40.56,1020.36,50.62
15.92,41.79,1006.24,79.42
9.78,43.8,1022.25,69.64
19.63,52.72,1025.09,51.16
20.68,63.86,1015.73,74.36
22.22,48.98,1015.87,53.18
19.47,43.43,1011.66,69.93
29.74,56.9,1007.15,41.91
13.68,44.47,1027.81,69.53
34.97,73.56,1006.57,44.69
19.76,62.1,1020.07,73.55
23.05,62.52,1016.5,65.65
6.23,40.96,1022.49,93.15
13.01,41.49,1019.82,92.86
9.99,43.52,1022.95,99.67
13.15,41.14,1026.72,80.31
9.06,39.66,1019.64,76.98
26.13,71.25,999.8,88.47
29.22,75.23,1010.49,48.73
29.37,74.78,1009.47,55.65
21.92,66.54,1012.49,79.82
17.04,40.12,1011.81,83.14
21.61,49.39,1019.41,78.2
24.36,68.61,1010.27,63.78
13.78,45.78,1025.27,95.72
13.61,42.34,1017.93,91.61
15.43,38.58,1016.58,81.17
17.7,38.52,1020.15,69.8
9.3,43.14,1010.99,88.12
21.11,58.12,1015.38,77.78
29.01,64.79,1017.62,44.31
18.61,47.83,1006.43,78.89
16.77,38.01,1023.04,65.5
17.43,63.09,1019.87,92.77
31.15,69.59,1007.82,64.96
15.01,42.77,1018.21,73.22
14.26,44.47,1028.81,72.19
22.11,59.8,1016.86,70.14
29.12,67.32,1014.21,48.8
19.11,58.95,1017.07,85.49
10.48,36.71,1023.18,81.37
19.69,56.65,1020.79,66.94
22.35,63.94,1010.32,93.02
23.86,63.77,1014.6,82.37
25.87,59.43,1008.34,65.83
23.34,59.44,1012.67,80.76
8.26,40.96,1025.23,89.22
25.09,65.38,1009.99,54.28
30.88,69.51,1011.48,46.58
26.42,59.54,1007.02,76.28
14.94,42.77,1018.9,73.95
29.35,69.04,1008.55,61.78
29.45,74.16,1010.49,64.87
10.91,41.04,1026.57,74.24
26.29,56.85,1012.68,60.33
25.47,56.89,1013.02,63.21
25.52,69.75,1010.36,90.06
29.53,71.14,1011.39,53.41
26.29,68.24,1010.71,76.95
12.23,43.69,1016.46,84.4
24.91,69.89,1015.25,82.39
10.33,40.0,1021.35,90.84
16.95,58.86,1015.96,87.8
18.67,47.83,1005.12,82.97
22.77,69.84,1005.75,84.26
10.04,41.62,1013.36,95.17
26.45,73.5,1010.31,74.33
17.3,47.45,1010.29,87.13
17.88,45.87,1008.39,93.63
28.18,64.84,1009.22,56.04
21.46,51.61,1010.91,76.41
4.49,38.44,1015.47,76.96
23.84,49.21,1013.1,44.72
15.77,58.16,1016.09,82.56
20.5,49.69,1009.6,70.81
29.24,60.23,1009.62,59.71
22.07,70.72,1010.52,82.96
23.83,49.21,1012.93,46.79
14.29,39.59,1012.36,92.38
10.17,41.17,1018.58,87.72
14.22,44.99,1012.0,75.28
14.8,42.77,1019.14,76.53
8.27,39.64,1011.0,84.64
20.94,44.78,1008.14,35.7
22.21,69.71,1009.69,96.85
8.9,41.4,1030.83,85.63
12.27,41.17,1019.41,58.1
20.32,39.72,1002.0,51.71
13.26,41.74,1021.89,63.32
10.25,41.26,1007.44,98.08
12.46,40.73,1017.53,93.47
27.13,69.45,1013.9,51.16
10.77,41.44,1016.72,75.27
28.28,68.67,1006.36,69.9
23.51,58.79,1016.44,65.38
26.13,48.06,1013.5,47.67
14.26,42.86,1011.33,88.37
25.54,69.13,1001.64,90.98
28.07,68.08,1013.13,44.67
26.12,68.94,1007.12,67.08
28.18,77.54,1011.99,74.72
16.14,44.21,1020.36,80.59
21.18,70.02,1010.27,96.46
29.05,69.71,1009.03,64.25
16.64,45.87,1009.02,98.86
25.76,71.06,1007.93,90.4
10.31,37.5,1008.55,99.31
30.5,66.75,1017.55,38.2
22.99,46.21,1010.71,60.11
20.65,48.41,1008.38,91.02
27.34,63.78,1016.5,48.4
31.21,66.44,1008.57,65.76
10.39,40.22,1006.59,87.77
26.27,59.44,1012.23,58.77
6.65,40.77,1021.79,88.84
26.75,69.45,1013.88,53.65
14.7,40.8,1025.78,50.96
27.69,65.34,1014.31,46.59
27.18,79.05,1008.99,94.32
18.88,43.69,1016.77,46.88
13.33,40.64,1020.92,91.47
18.9,56.03,1020.77,71.83
11.68,40.23,1018.49,83.43
13.43,43.69,1016.21,73.01
15.52,40.0,1017.0,66.27
18.0,44.06,1016.8,78.88
7.74,39.96,1025.78,95.81
23.04,74.99,1005.44,92.86
20.28,48.78,1017.4,82.51
17.8,43.72,1008.71,78.5
11.48,37.92,1008.47,70.55
33.37,73.88,1005.8,47.94
23.01,66.54,1009.86,64.53
26.85,71.73,1010.06,65.24
14.19,39.52,1018.34,77.25
28.18,71.85,1008.78,82.88
22.0,59.54,1004.55,95.25
28.73,68.3,1016.53,55.73
12.41,40.96,1023.36,78.96
15.69,37.87,1022.63,87.71
27.97,66.17,1010.81,63.73
11.42,41.54,1020.21,71.57
12.68,41.4,1021.59,78.57
9.44,44.03,1009.59,86.27
21.55,60.27,1017.42,92.59
23.88,54.2,1012.81,64.52
13.86,50.59,1019.2,97.22
5.21,41.31,1003.51,91.23
32.14,75.08,1005.35,49.92
34.53,73.03,1013.53,36.74
15.28,44.58,1016.45,83.07
25.35,65.18,1012.67,70.36
25.02,47.45,1008.07,60.42
15.34,43.5,1021.18,79.44
25.65,68.08,1011.27,75.26
11.49,35.76,1019.08,60.04
21.09,59.8,1016.94,76.95
30.22,70.32,1011.63,65.97
27.46,68.08,1013.06,46.49
26.85,73.77,1001.2,90.13
35.01,74.67,1016.1,26.3
25.04,66.48,1004.12,63.01
29.95,67.25,1017.68,51.91
19.45,58.95,1017.79,93.46
8.22,41.03,1021.76,82.97
29.3,67.69,1007.17,55.5
13.93,39.64,1011.8,82.64
28.26,72.43,1006.68,72.3
11.02,40.81,1016.31,78.13
4.78,42.85,1013.39,93.36
29.24,69.05,1003.12,43.18
20.27,63.56,1014.24,86.55
9.43,41.4,1028.42,84.92
24.27,63.87,1018.88,53.96
23.04,59.43,1010.23,68.99
5.48,40.07,1019.63,65.62
21.39,52.3,1009.2,79.77
24.49,65.59,1011.52,85.12
14.99,41.35,1004.56,98.9
22.39,48.14,1014.56,64.31
26.74,59.87,1012.5,62.88
25.88,74.67,1016.66,81.09
16.01,49.64,1026.35,77.75
23.45,69.05,1003.03,66.41
11.58,40.66,1017.0,97.13
7.54,40.72,1023.82,85.15
22.72,65.61,1014.64,70.53
33.2,70.8,1008.75,59.41
8.77,40.77,1011.54,89.58
26.62,71.73,1009.32,80.1
10.67,40.23,1017.75,85.06
21.75,60.27,1018.55,87.81
18.64,52.08,1004.24,99.9
10.02,39.82,1012.86,89.47
23.29,68.51,1013.19,77.81
33.63,77.54,1009.82,58.04
24.82,66.54,1010.0,60.36
24.33,46.93,1013.61,53.02
7.94,43.65,1018.75,59.45
27.05,59.15,1012.83,56.31
26.9,69.59,1008.9,85.08
24.39,63.21,1012.59,80.88
17.47,58.16,1016.36,82.26
21.3,48.92,1010.92,65.09
29.71,73.18,1012.35,63.06
12.83,44.88,1017.86,87.88
16.43,48.06,1010.73,61.26
28.71,51.43,1006.4,64.79
6.61,38.68,1017.5,63.88
10.03,41.79,1020.35,66.42
22.66,63.73,1013.24,83.95
23.49,64.63,1020.75,65.16
30.02,73.5,1010.52,44.91
20.92,70.02,1010.23,95.58
25.28,49.5,1013.95,52.79
33.26,68.51,1012.49,52.68
14.63,41.23,998.96,86.4
21.51,65.48,1017.11,72.99
17.75,42.24,1016.86,61.52
28.12,58.33,1013.61,39.67
5.62,41.31,1001.37,89.16
6.1,43.65,1018.07,75.85
27.22,69.04,1008.89,70.62
13.89,35.71,1016.4,65.49
12.17,40.6,1013.59,88.62
25.54,49.16,1003.64,47.4
17.53,44.9,1020.5,71.1
7.7,40.35,1011.72,92.88
20.61,62.91,1013.24,79.54
4.93,35.19,1018.04,92.94
23.71,67.17,1007.27,90.2
10.74,40.05,1015.45,87.33
11.6,39.96,1011.65,80.79
30.56,69.14,1007.49,71.0
12.74,41.38,1021.92,56.67
17.51,68.28,1004.36,94.87
30.19,66.54,1004.39,61.43
12.19,41.06,1021.35,74.98
6.4,41.17,1019.54,85.37
12.24,44.9,1020.31,82.22
23.86,66.54,1005.23,90.89
14.09,43.99,1021.02,94.39
8.68,43.14,1011.94,79.06
13.94,44.84,1023.69,95.3
23.7,70.32,1007.21,66.85
26.96,72.86,1004.86,59.17
18.19,44.06,1017.24,78.73
7.39,39.81,1019.45,85.02
18.18,67.71,1004.5,87.26
17.29,44.06,1016.24,77.56
29.35,71.58,1010.07,61.8
16.62,39.99,1007.07,77.14
6.17,40.07,1013.7,58.99
18.56,67.71,1004.77,85.28
16.58,37.64,1015.23,81.59
13.1,41.48,1009.0,87.41
14.6,53.82,1016.28,64.83
22.04,69.51,1013.25,56.15
13.56,43.67,1011.34,94.02
30.69,74.16,1012.71,60.89
9.21,39.72,1019.54,74.44
20.2,60.1,1010.66,84.24
6.91,36.08,1021.82,84.31
22.76,58.96,1013.85,55.95
25.26,65.61,1014.43,58.35
13.75,40.89,1011.21,82.8
22.18,45.09,1014.04,43.13
29.09,70.02,1010.13,48.06
29.66,59.22,1013.25,61.2
9.69,40.46,1019.1,71.91
22.82,60.08,1017.95,65.71
18.41,42.44,1012.66,65.93
13.32,44.2,1020.02,78.78
11.35,40.66,1016.86,96.4
32.8,68.67,1005.27,44.53
21.39,58.05,1013.03,86.44
8.18,43.69,1017.16,88.16
20.79,50.66,1013.39,77.93
10.38,43.02,1013.37,78.53
13.08,39.28,1012.41,77.98
29.1,77.95,1010.01,71.48
25.21,51.43,1006.43,78.55
24.63,63.9,1014.53,75.24
23.03,68.08,1012.63,70.37
29.25,69.13,1010.27,67.35
23.69,71.97,1009.62,93.03
32.15,72.29,1010.13,50.19
18.37,44.89,1010.61,86.74
32.9,68.51,1012.95,50.09
26.03,64.44,1012.75,62.24
20.51,63.09,1016.39,92.99
23.63,63.57,1011.05,87.96
18.96,50.16,1010.72,100.09
17.62,43.69,1016.49,67.92
15.94,44.85,1014.29,67.57
30.69,71.98,1004.53,65.86
26.47,63.13,1013.72,79.4
23.46,47.01,1014.41,69.19
22.02,64.45,1012.57,47.87
16.32,50.88,1013.37,97.19
15.07,43.48,1015.22,57.74
28.53,66.51,1015.9,40.68
25.68,70.32,1009.08,90.48
11.74,43.56,1015.14,70.72
31.46,70.79,1003.54,59.51
27.31,65.12,1016.05,45.98
16.59,39.54,1007.97,70.58
30.68,71.25,999.98,68.99
8.64,34.69,1026.79,80.88
24.1,71.29,1007.96,67.56
22.69,48.14,1013.7,62.05
27.19,64.27,1013.06,58.13
21.36,59.54,1007.99,92.62
19.02,52.72,1025.44,51.9
16.21,50.9,1012.46,84.45
24.49,65.06,1014.07,63.32
6.03,41.17,1019.81,84.2
8.35,42.85,1010.46,90.13
19.55,39.39,1013.55,57.82
27.97,68.31,1010.64,55.91
14.62,44.84,1023.41,85.17
25.6,63.9,1013.16,53.19
17.35,39.39,1013.18,67.67
17.49,63.94,1020.02,82.6
10.49,42.49,1009.81,78.92
17.64,57.76,1016.28,85.04
22.1,71.29,1008.2,75.38
28.5,73.77,1002.82,86.38
26.04,71.14,1011.66,68.95
30.58,70.04,1010.4,48.16
14.19,49.83,1006.52,90.72
31.01,69.13,1000.93,62.96
24.39,58.41,1013.65,80.93
20.25,58.59,1012.99,65.98
25.23,60.84,1017.79,56.42
10.09,41.62,1015.21,96.56
13.52,42.07,1017.91,90.21
22.11,59.8,1016.74,73.9
8.38,39.22,1015.03,75.14
31.26,70.36,1006.49,60.47
22.5,70.94,1008.04,82.39
3.51,35.47,1017.53,86.56
21.99,57.5,1015.87,80.72
13.92,39.85,1012.64,68.03
26.41,60.93,1007.16,66.02
14.39,42.77,1017.36,83.28
28.75,64.69,1007.1,60.37
9.78,52.75,1022.97,78.31
23.77,61.87,1009.8,54.83
21.31,58.05,1012.94,88.39
26.06,58.59,1012.41,55.22
22.75,57.76,1017.83,66.54
27.08,63.78,1015.04,50.8
16.61,43.77,1012.25,77.23
29.72,71.97,1008.6,79.25
8.19,40.69,1019.86,85.23
6.03,41.14,1028.04,87.46
18.23,45.01,1012.24,73.86
20.68,42.04,1010.2,63.43
31.73,73.42,1010.8,61.81
22.03,64.69,1007.21,75.75
26.42,59.39,1013.95,66.03
21.43,59.14,1015.91,64.4
27.07,74.87,1010.09,58.97
10.7,36.18,1018.16,63.15
21.94,56.85,1011.01,77.72
24.4,41.1,1002.14,38.75
20.89,70.32,1011.22,89.68
15.14,37.85,1010.33,84.3
20.42,45.01,1012.23,66.5
29.08,70.83,1007.98,51.95
4.27,39.64,1010.99,84.85
29.42,69.14,1007.32,75.04
25.16,68.08,1010.89,70.16
17.48,46.21,1014.02,80.78
16.7,46.18,1012.6,96.15
19.02,49.25,1019.75,58.29
25.43,72.39,1002.65,88.13
16.53,46.18,1010.2,95.42
22.61,50.32,1008.41,79.4
32.16,71.32,1005.5,60.23
19.69,39.72,1001.49,60.34
16.85,39.64,1008.82,80.81
15.8,40.66,1016.15,88.24
20.6,60.08,1017.84,75.92
4.81,42.85,1013.96,86.94
23.96,58.33,1013.37,59.97
28.07,70.32,1007.17,67.02
22.1,68.63,1015.19,59.05
19.94,44.63,1004.73,78.48
20.6,59.15,1013.32,91.07
20.21,54.9,1016.82,66.56
20.36,57.5,1014.36,82.96
26.43,75.33,1004.09,86.48
28.69,67.25,1017.71,44.6
10.68,38.38,1020.79,72.33
7.36,40.07,1017.29,52.55
30.85,70.94,1007.47,54.79
16.37,39.99,1007.05,80.61
25.61,67.69,1009.22,68.76
8.63,39.96,1024.39,99.47
18.61,44.06,1016.91,75.01
5.97,40.35,1012.3,94.1
19.69,56.65,1020.86,70.02
30.54,67.45,1014.37,32.97
28.89,70.72,1009.36,70.33
19.37,63.09,1018.79,81.52
21.5,50.32,1008.65,81.68
8.32,39.64,1010.93,78.21
13.49,41.78,1010.66,63.34
26.48,66.54,1011.61,51.9
28.27,66.56,1007.36,55.99
12.25,41.38,1021.81,59.0
31.42,69.13,1009.34,57.16
33.62,77.17,1009.38,63.71
25.76,57.32,1011.93,43.61
30.05,66.44,1008.46,76.82
22.94,58.05,1012.27,80.12
20.76,58.18,1007.8,99.22
29.9,64.79,1016.9,48.24
22.51,66.49,1014.59,63.03
24.8,66.51,1016.74,65.72
10.32,42.02,998.27,99.12
16.0,48.78,1013.9,88.64
10.12,39.96,1025.98,98.63
16.17,46.97,1014.22,85.8
15.5,40.12,1012.79,96.75
23.36,73.18,1011.96,89.15
18.59,65.06,1015.75,80.72
8.73,41.26,1020.54,91.37
18.51,50.9,1012.95,82.71
21.98,48.41,1008.42,84.86
7.5,40.02,1031.39,82.53
24.64,58.79,1009.82,73.96
28.78,60.07,1014.54,49.03
21.97,68.12,1012.53,75.12
16.7,40.56,1019.04,50.9
20.54,49.15,1021.02,56.0
22.44,58.16,1017.28,63.68
24.8,50.23,1016.62,63.13
27.06,70.47,1007.0,72.37
27.79,71.85,1008.95,87.35
9.42,41.4,1029.99,88.41
31.94,69.98,1013.32,56.17
14.1,39.16,1008.19,74.05
15.0,41.35,1006.6,86.95
24.66,58.86,1013.86,56.39
29.86,69.34,1009.61,61.27
12.22,41.2,1016.81,81.22
22.07,50.78,1008.6,61.33
20.48,51.43,1007.4,90.7
22.48,71.29,1008.15,75.41
30.92,59.57,1010.87,62.43
20.77,43.77,1010.76,63.12
5.05,35.57,1027.03,80.02
21.19,52.3,1008.24,79.19
28.83,71.32,1006.28,75.65
28.56,69.51,1012.45,46.59
18.61,67.71,1004.07,84.49
13.56,39.58,1011.05,73.62
13.35,39.18,1023.24,61.98
11.67,41.93,1019.81,82.58
24.7,50.23,1016.23,62.03
21.84,58.86,1014.13,69.67
27.67,59.14,1016.51,61.2
7.41,39.16,1015.23,90.66
23.18,72.99,1009.01,90.09
12.33,39.28,1011.84,80.01
19.64,56.65,1020.79,73.88
28.37,69.13,1010.44,71.93
10.11,39.72,1019.1,69.68
22.54,61.27,1019.12,54.02
25.09,65.46,1015.29,40.13
16.52,44.88,1017.61,90.08
13.67,42.32,1015.41,79.04
9.48,44.68,1023.29,92.9
29.32,71.29,1008.34,51.51
29.27,69.89,1015.21,67.16
28.46,49.16,1004.61,38.1
30.22,68.3,1014.91,34.9
18.81,52.08,1005.77,98.86
16.0,45.09,1014.31,60.02
13.29,71.14,1019.63,75.09
27.4,69.13,1001.4,82.47
32.49,74.99,1002.19,34.58
21.03,59.8,1015.86,76.63
23.21,58.49,1010.97,74.34
17.61,56.53,1019.5,82.3
23.25,51.86,1013.54,78.34
20.92,70.02,1011.06,85.63
29.22,72.39,1000.87,77.39
26.7,66.56,1005.31,71.97
7.46,39.81,1018.62,86.73
24.42,62.66,1007.65,71.57
9.41,34.69,1027.02,78.91
28.41,61.47,1008.94,56.56
28.19,67.45,1013.97,49.76
22.59,59.43,1005.85,84.02
31.97,69.04,1008.5,47.69
26.1,44.57,1007.47,55.15
9.02,38.08,1019.02,69.98
26.2,60.07,1014.75,59.41
24.01,63.56,1014.19,64.31
9.11,36.66,1026.47,74.79
14.84,71.14,1019.61,66.78
14.43,41.76,1024.02,83.57
16.36,53.82,1015.05,71.95
17.3,42.24,1017.07,64.52
14.94,41.35,1004.82,98.04
31.67,69.89,1013.88,39.33
7.84,40.07,1016.68,47.63
31.02,70.4,1006.24,77.86
23.77,64.15,1021.02,55.87
24.29,63.57,1010.29,87.3
14.86,37.85,1010.58,86.8
8.35,40.46,1019.23,73.26
5.9,45.87,1013.25,87.0
31.63,70.17,999.4,59.94
17.96,47.83,1005.0,85.72
12.72,40.71,1016.02,71.57
28.14,43.21,1011.82,69.32
8.26,44.71,1020.85,68.82
27.98,67.9,1006.3,73.53
19.05,44.06,1017.02,73.76
9.18,39.42,1025.41,69.46
20.96,61.27,1019.99,67.32
11.64,38.25,1013.33,85.79
21.54,58.49,1010.85,78.9
23.14,63.94,1017.49,53.19
20.37,54.9,1016.94,65.86
24.42,64.79,1016.12,69.32
19.51,66.51,1015.28,80.75
24.19,46.21,1010.79,62.04
11.47,40.27,1005.39,77.4
23.05,65.94,1010.99,69.73
31.4,71.06,1008.44,74.77
15.29,44.88,1018.85,73.67
19.49,46.63,1013.11,88.01
7.99,41.38,1021.95,78.77
7.63,40.56,1023.13,81.01
20.08,63.09,1019.0,77.06
6.71,39.37,1020.28,71.15
23.22,66.56,1002.47,85.39
30.28,58.9,1005.03,54.59
10.05,41.58,1021.35,95.19
14.07,46.18,1017.77,87.83
21.98,55.5,1017.89,57.9
6.13,40.81,1026.31,91.66
13.9,45.08,1023.29,83.43
23.24,51.95,1006.21,78.08
32.2,72.29,1008.61,69.94
32.63,73.88,1005.64,52.56
14.04,40.2,1013.29,89.54
20.42,60.77,1017.65,87.07
25.99,49.82,1015.95,58.56
10.82,37.5,1009.23,96.62
13.7,34.03,1018.82,69.07
27.71,69.51,1009.65,58.38
28.62,68.24,1010.15,69.31
7.57,39.61,1018.66,85.73
26.89,70.32,1012.39,87.17
30.09,64.96,1001.29,56.04
26.38,65.12,1016.1,47.57
29.25,69.98,1010.74,57.42
7.97,39.04,1018.51,65.17
29.04,62.26,1010.63,56.6
12.25,48.79,1017.44,88.91
13.12,48.04,1011.93,100.07
13.98,40.24,1017.19,87.45
15.17,49.15,1021.91,91.73
20.85,48.7,1007.11,87.2
12.62,40.92,1021.85,81.41
27.26,66.56,1007.83,60.95
22.34,52.84,1004.05,73.96
11.33,41.16,1019.05,87.13
26.75,60.96,1012.05,56.77
13.9,44.0,1025.1,87.17
14.91,39.28,1014.57,75.23
19.36,39.54,1008.97,58.92
12.19,40.23,1017.76,81.44
8.3,36.3,1015.97,60.62
17.89,40.12,1011.99,76.52
18.22,44.34,1019.35,56.78
24.49,49.82,1017.09,64.02
24.75,63.57,1010.47,84.24
13.71,43.41,1015.45,69.26
23.39,69.13,1010.99,90.66
13.83,40.2,1013.28,90.44
17.36,43.96,1013.02,79.59
26.51,50.05,1006.75,65.34
16.6,41.93,1022.01,48.98
23.14,51.19,1009.56,77.2
28.31,74.34,998.42,79.23
18.64,67.71,1003.84,89.63
23.72,58.62,1016.65,69.1
21.14,69.94,1008.87,79.74
3.94,39.9,1008.06,97.49
17.11,49.78,1007.25,100.09
25.63,71.58,1010.14,87.57
9.77,39.04,1023.73,76.06
10.33,44.92,1025.34,85.67
15.94,41.76,1023.32,67.17
24.38,63.91,1009.53,79.11
23.51,63.78,1016.1,69.79
13.6,42.86,1013.37,87.52
25.45,70.04,1011.2,82.48
16.15,41.85,1016.54,81.58
21.4,47.93,1005.16,88.44
21.88,69.71,1010.28,97.64
10.8,40.69,1014.3,87.44
22.51,59.21,1018.35,71.97
19.79,51.19,1008.77,94.72
9.51,40.81,1015.69,82.52
9.71,42.44,1014.29,94.03
19.36,68.61,1010.85,94.87
26.85,57.19,1007.9,60.04
31.6,73.17,1010.05,43.48
17.94,63.07,1012.42,94.35
18.21,39.54,1009.81,70.92
19.8,51.19,1008.25,91.98
17.79,46.21,1010.38,85.25
4.96,40.07,1011.8,67.38
27.18,64.79,1016.27,63.7
10.11,52.75,1021.79,76.08
30.24,68.24,1009.68,64.67
8.53,40.77,1009.85,90.95
30.82,70.36,1006.47,58.79
17.78,50.66,1015.09,91.9
24.62,72.24,1011.39,83.94
25.46,56.89,1012.59,62.9
31.33,58.9,1003.77,52.34
16.58,46.18,1010.4,96.29
24.26,61.02,1009.78,76.68
30.9,73.68,1014.95,40.9
18.55,46.48,1007.34,80.67
16.22,41.35,1000.96,79.59
9.75,35.76,1019.88,62.31
25.08,51.43,1011.8,71.98
18.83,63.91,1010.8,96.18
28.12,73.42,1011.49,80.16
15.11,43.13,1014.99,46.91
14.56,53.82,1016.37,64.46
26.91,70.47,1007.55,72.59
19.3,46.93,1014.83,66.71
23.43,60.32,1015.34,69.34
12.92,39.35,1014.56,88.29
28.8,73.4,1011.34,54.01
23.78,60.27,1018.02,78.06
22.1,65.48,1019.3,66.96
17.78,52.08,1006.9,100.09
26.37,69.84,1002.71,83.51
14.87,42.18,1015.23,74.41
11.77,42.03,1017.63,79.35
22.12,63.91,1009.61,90.83
26.94,59.87,1011.66,58.34
27.37,76.2,1006.03,67.07
26.27,62.91,1011.97,48.06
10.88,44.63,1020.52,86.81
19.62,43.56,1012.89,37.6
14.77,41.39,1018.95,65.61
18.53,63.91,1010.26,97.8
25.75,60.95,1014.75,53.3
28.32,47.93,1003.26,54.5
12.21,40.64,1020.31,83.84
30.85,67.45,1014.53,32.99
24.51,62.08,1022.58,57.44
17.77,44.6,1016.97,54.25
10.9,41.46,1016.66,86.2
23.37,63.77,1013.42,76.44
23.62,67.45,1014.63,59.8
29.04,60.07,1014.88,47.23
29.13,62.26,1010.51,52.94
23.26,63.56,1013.64,71.3
6.85,37.49,1011.01,84.53
19.83,59.21,1012.67,96.42
13.58,39.28,1016.17,79.17
25.8,44.57,1008.0,52.56
14.67,71.14,1019.84,77.72
13.23,42.34,1018.02,97.49
14.0,43.34,1016.37,85.51
26.76,70.98,1007.64,90.51
27.77,63.9,1013.62,51.43
5.15,35.19,1018.63,93.94
10.05,40.46,1018.71,67.38
14.29,37.85,1009.98,92.81
9.47,41.4,1026.49,87.9
29.06,71.64,1005.54,69.84
14.79,44.06,1018.53,74.79
31.44,72.86,1003.74,61.45
28.62,70.94,1007.38,53.0
12.04,40.23,1018.07,81.28
24.6,75.23,1012.04,76.77
9.0,40.78,1025.39,99.22
24.73,65.34,1015.42,52.8
12.33,45.51,1016.49,79.2
19.4,42.44,1013.19,58.63
23.01,44.05,1006.56,74.95
26.16,59.87,1013.24,71.92
27.01,43.77,1011.18,46.58
18.21,49.69,1013.54,80.16
6.17,36.25,1028.68,90.59
20.29,63.09,1019.03,76.07
28.44,69.4,1003.98,73.51
24.8,65.48,1018.56,62.05
26.24,70.36,1005.4,82.43
15.27,38.73,1002.83,77.77
26.62,70.36,1005.15,84.99
31.01,73.5,1010.92,48.61
26.3,69.05,1005.37,41.7
12.08,49.83,1008.21,96.01
19.77,54.42,1011.73,89.26
21.04,47.43,1007.15,64.82
13.5,45.51,1015.33,86.95
29.42,56.9,1006.51,53.6
14.2,45.51,1015.36,74.85
13.21,40.56,1018.12,64.49
12.28,43.67,1012.69,70.23
15.63,40.56,1018.68,59.44
17.34,45.01,1013.22,77.71
10.67,40.56,1022.39,77.92
8.14,36.24,1013.15,87.85
22.26,60.77,1018.26,85.94
19.41,67.32,1012.34,78.8
13.67,44.92,1023.6,85.35
24.49,70.79,1005.51,88.65
30.52,71.77,1006.22,56.4
30.9,69.4,1003.53,66.69
23.0,66.05,1020.61,80.29
21.19,42.48,1013.43,80.52
28.5,79.74,1006.75,87.09
27.86,65.18,1012.87,55.53
16.47,38.01,1022.3,72.29
14.55,40.73,1018.36,89.12
28.44,67.07,1006.08,50.42
20.99,50.12,1008.82,95.97
24.01,65.46,1014.17,43.02
7.82,41.16,1023.3,87.7
12.95,43.71,1025.63,90.7
31.07,70.98,1007.24,72.03
7.79,43.13,1019.67,85.35
21.71,61.45,1010.97,91.62
26.85,69.84,1002.84,81.31
14.5,44.47,1028.2,66.95
30.12,73.18,1012.29,61.32
22.57,62.4,1009.77,86.05
27.36,66.54,1011.31,45.3
32.88,72.29,1008.5,62.74
23.0,60.37,1005.34,83.73
27.54,75.6,1018.26,57.89
21.03,70.02,1010.21,95.69
32.98,71.32,1003.67,49.78
25.22,71.85,1009.78,68.96
7.64,38.18,1017.65,78.51
20.35,68.61,1011.17,86.69
14.41,40.83,1009.82,80.43
28.55,74.33,1011.77,73.34
21.84,60.29,1017.23,66.89
17.15,43.69,1017.05,63.36
27.56,63.9,1013.23,45.97
10.96,41.93,1019.28,87.38
20.13,60.07,1014.79,63.57
28.31,71.85,1009.0,77.56
28.74,70.32,1008.15,45.99
